sample_id,variety,region,quality_score,quality_category,sugar_content_brix,acidity_ph,cluster_weight_g,berry_size_mm,harvest_date,sun_exposure_hours,soil_moisture_percent,rainfall_mm
954,Pinot Noir,Tuscany,3.16,High,24.71,3.45,90.64,20.11,2023-08-29,9.7,30.3,234.3
955,Merlot,Bordeaux,2.55,High,29.97,4.09,119.44,16.76,2023-08-30,6.3,62.8,736.3
956,Merlot,Napa Valley,3.42,High,28.66,3.77,310.52,21.23,2023-09-09,9.7,44.4,517.9
957,Pinot Noir,Barossa Valley,2.36,Medium,22.85,3.82,327.94,15.35,2023-08-13,7.9,51.6,601.6
958,Cabernet Sauvignon,Bordeaux,2.38,Medium,18.42,4.01,175.89,19.52,2023-08-06,8.2,57.1,698.9
959,Chardonnay,Mendoza,2.64,High,22.72,3.18,65.19,12.8,2023-09-09,10.6,58.1,290.2
960,Riesling,Bordeaux,3.4,High,25.71,3.93,61.82,21.24,2023-08-31,10.9,68.2,223.2
961,Cabernet Sauvignon,Sonoma,1.98,Medium,12.37,3.07,222.18,18.19,2023-08-07,8.4,51.3,727.3
962,Cabernet Sauvignon,Napa Valley,2.59,High,18.2,3.28,167.87,13.06,2023-08-25,11.7,46.0,389.0
963,Syrah,Sonoma,2.64,High,26.8,3.27,58.6,14.38,2023-09-11,8.4,68.1,277.4
964,Riesling,Sonoma,2.81,High,17.68,4.17,224.98,21.23,2023-08-18,10.6,55.7,481.1
965,Riesling,Mendoza,2.53,High,21.44,4.0,53.39,17.24,2023-09-15,8.9,41.9,559.0
966,Cabernet Sauvignon,Napa Valley,2.75,High,21.76,3.78,286.21,13.24,2023-09-24,11.4,35.1,218.6
967,Sauvignon Blanc,Napa Valley,2.84,High,13.69,3.82,141.93,24.51,2023-08-05,11.4,63.7,364.9
968,Syrah,Rioja,2.21,Medium,17.24,3.59,62.08,20.73,2023-09-10,6.5,44.5,219.7
969,Syrah,Napa Valley,2.98,High,16.69,4.13,226.51,24.36,2023-09-05,11.6,56.4,452.2
970,Merlot,Napa Valley,2.29,Medium,10.52,3.49,169.31,16.41,2023-08-01,11.0,48.8,737.1
971,Zinfandel,Napa Valley,2.24,Medium,10.48,3.33,342.14,17.13,2023-08-19,10.7,38.0,789.6
972,Riesling,Mendoza,2.88,High,26.63,3.03,213.26,23.47,2023-08-05,7.2,54.1,582.2
973,Cabernet Sauvignon,Bordeaux,2.55,High,15.46,3.9,132.57,17.88,2023-09-30,10.8,32.4,297.0
974,Merlot,Rioja,3.1,High,20.36,3.83,262.83,20.61,2023-08-03,11.1,46.5,743.5
975,Pinot Noir,Sonoma,1.85,Medium,15.97,3.34,131.45,13.78,2023-08-21,7.7,51.9,509.7
976,Chardonnay,Napa Valley,3.36,High,28.81,2.84,321.27,16.7,2023-08-18,11.7,47.4,292.2
977,Zinfandel,Loire Valley,1.37,Low,15.19,3.97,162.42,11.85,2023-08-15,6.3,59.9,753.0
978,Zinfandel,Bordeaux,1.7,Medium,18.59,2.82,214.96,13.09,2023-08-08,6.9,63.1,654.5
979,Zinfandel,Bordeaux,2.51,High,27.45,3.79,65.17,10.01,2023-09-10,9.2,60.8,639.0
980,Syrah,Sonoma,2.47,Medium,26.84,4.16,177.84,10.59,2023-08-30,9.5,31.6,625.5
981,Pinot Noir,Mendoza,2.65,High,13.72,3.41,299.71,24.66,2023-08-11,9.9,37.8,320.2
982,Zinfandel,Tuscany,2.13,Medium,26.05,3.13,291.69,13.64,2023-08-16,6.1,51.5,326.6
983,Pinot Noir,Tuscany,3.11,High,19.16,3.79,117.3,19.95,2023-08-16,11.8,67.4,613.0
984,Sauvignon Blanc,Bordeaux,2.32,Medium,19.66,3.94,117.82,22.59,2023-08-16,6.3,63.4,331.8
985,Zinfandel,Barossa Valley,1.84,Medium,12.67,3.57,295.19,18.26,2023-08-06,6.9,63.7,463.2
986,Chardonnay,Barossa Valley,1.1,Low,11.61,4.15,329.12,12.3,2023-09-30,6.1,42.1,669.2
987,Pinot Noir,Sonoma,3.01,High,24.56,2.87,78.61,20.92,2023-08-07,9.4,47.2,670.4
988,Pinot Noir,Tuscany,3.13,High,19.93,3.51,185.02,19.0,2023-09-02,11.6,48.8,472.0
989,Chardonnay,Bordeaux,2.84,High,18.74,3.81,151.24,20.97,2023-08-16,10.0,36.3,675.3
990,Zinfandel,Mendoza,3.33,High,24.59,4.01,311.21,21.55,2023-09-30,10.9,31.2,703.2
991,Chardonnay,Tuscany,2.62,High,25.31,3.05,75.06,24.63,2023-09-05,6.1,67.9,592.9
992,Pinot Noir,Bordeaux,2.21,Medium,13.18,3.92,113.34,18.6,2023-08-20,9.3,39.6,337.1
993,Chardonnay,Bordeaux,2.52,High,22.2,3.57,275.74,15.12,2023-08-26,8.8,39.6,364.4
994,Pinot Noir,Napa Valley,2.28,Medium,12.71,3.36,65.39,19.73,2023-08-21,9.0,33.3,388.9
995,Pinot Noir,Mendoza,1.91,Medium,25.03,2.98,197.76,11.03,2023-08-07,6.4,67.1,270.1
996,Sauvignon Blanc,Napa Valley,3.14,High,23.14,4.01,182.63,23.46,2023-09-09,10.1,53.2,363.9
997,Cabernet Sauvignon,Sonoma,2.65,High,29.13,3.02,150.32,11.79,2023-08-19,9.0,56.7,325.7
998,Pinot Noir,Napa Valley,2.11,Medium,11.38,3.23,168.37,14.92,2023-08-28,10.6,66.5,473.2
999,Zinfandel,Loire Valley,2.28,Medium,11.14,3.21,208.98,22.24,2023-08-24,8.9,43.8,745.1
1000,Merlot,Napa Valley,1.96,Medium,15.64,4.02,98.41,18.96,2023-08-29,6.9,54.9,262.7
